"datetime","library","people_in","people_out","opening_type"
"2018-01-01 12:00:00","Finchley Church End",0,0,
"2018-01-01 12:00:00","Golders Green",0,0,
"2018-01-01 12:00:00","North Finchley",0,0,
"2018-01-01 12:00:00","Osidge",0,0,
"2018-01-01 13:00:00","Chipping Barnet",0,0,
"2018-01-01 13:00:00","Colindale",0,0,
"2018-01-01 13:00:00","Edgware",0,0,
"2018-01-01 13:00:00","Finchley Church End",0,0,
"2018-01-01 13:00:00","Golders Green",0,0,
"2018-01-01 13:00:00","North Finchley",0,0,
"2018-01-01 13:00:00","Osidge",0,0,
"2018-01-01 14:00:00","Chipping Barnet",0,0,
"2018-01-01 14:00:00","Colindale",0,0,
"2018-01-01 14:00:00","Edgware",0,0,
"2018-01-01 14:00:00","Finchley Church End",0,0,
"2018-01-01 14:00:00","Golders Green",0,0,
"2018-01-01 14:00:00","North Finchley",0,0,
"2018-01-01 14:00:00","Osidge",0,0,
"2018-01-01 15:00:00","Chipping Barnet",0,0,
"2018-01-01 15:00:00","Colindale",0,0,
"2018-01-01 15:00:00","Edgware",0,0,
"2018-01-01 15:00:00","Finchley Church End",0,0,
"2018-01-01 15:00:00","Golders Green",0,0,
"2018-01-01 15:00:00","North Finchley",0,0,
"2018-01-01 15:00:00","Osidge",0,0,
"2018-01-01 16:00:00","Chipping Barnet",0,0,
"2018-01-01 16:00:00","Colindale",0,0,
"2018-01-01 16:00:00","Edgware",0,0,
"2018-01-01 16:00:00","Finchley Church End",0,0,
"2018-01-01 16:00:00","Golders Green",0,0,
"2018-01-01 16:00:00","North Finchley",0,0,
"2018-01-01 16:00:00","Osidge",0,0,
"2018-01-01 17:00:00","Chipping Barnet",0,0,
"2018-01-01 17:00:00","Colindale",0,0,
"2018-01-01 17:00:00","Edgware",0,0,
"2018-01-01 17:00:00","Finchley Church End",0,0,
"2018-01-01 17:00:00","Golders Green",0,0,
"2018-01-01 17:00:00","North Finchley",0,0,
"2018-01-01 17:00:00","Osidge",0,0,
"2018-01-01 18:00:00","Chipping Barnet",0,0,
"2018-01-01 18:00:00","Colindale",0,0,
"2018-01-01 18:00:00","Edgware",0,0,
"2018-01-01 18:00:00","Finchley Church End",0,0,
"2018-01-01 18:00:00","Golders Green",0,0,
"2018-01-01 18:00:00","North Finchley",0,0,
"2018-01-01 18:00:00","Osidge",0,0,
"2018-01-01 19:00:00","Chipping Barnet",0,0,
"2018-01-01 19:00:00","Colindale",0,0,
"2018-01-01 19:00:00","Edgware",0,0,
"2018-01-01 19:00:00","Finchley Church End",0,0,
"2018-01-01 19:00:00","Golders Green",0,0,
"2018-01-01 19:00:00","North Finchley",0,0,
"2018-01-01 19:00:00","Osidge",0,0,
"2018-01-01 20:00:00","Chipping Barnet",0,0,
"2018-01-01 20:00:00","Colindale",0,0,
"2018-01-01 20:00:00","Edgware",0,0,
"2018-01-01 20:00:00","Finchley Church End",0,0,
"2018-01-01 20:00:00","Golders Green",0,0,
"2018-01-01 20:00:00","North Finchley",0,0,
"2018-01-01 20:00:00","Osidge",0,0,
"2018-01-01 21:00:00","Chipping Barnet",0,0,
"2018-01-01 21:00:00","Colindale",0,0,
"2018-01-01 21:00:00","Edgware",0,0,
"2018-01-01 21:00:00","Finchley Church End",0,0,
"2018-01-01 21:00:00","Golders Green",0,0,
"2018-01-01 21:00:00","North Finchley",0,0,
"2018-01-01 21:00:00","Osidge",0,0,
"2018-01-01 22:00:00","Chipping Barnet",0,0,
"2018-01-01 22:00:00","Colindale",0,0,
"2018-01-01 22:00:00","Edgware",0,0,
"2018-01-01 22:00:00","Finchley Church End",0,0,
"2018-01-01 22:00:00","Golders Green",0,0,
"2018-01-01 22:00:00","North Finchley",0,0,
"2018-01-01 22:00:00","Osidge",0,0,
"2018-01-01 23:00:00","Chipping Barnet",0,0,
"2018-01-01 23:00:00","Colindale",0,0,
"2018-01-01 23:00:00","Edgware",0,0,
"2018-01-01 23:00:00","Finchley Church End",0,0,
"2018-01-01 23:00:00","Golders Green",0,0,
"2018-01-01 23:00:00","North Finchley",0,0,
"2018-01-01 23:00:00","Osidge",0,0,
"2018-01-02 00:00:00","Chipping Barnet",0,0,
"2018-01-02 00:00:00","Colindale",0,0,
"2018-01-02 00:00:00","Edgware",0,0,
"2018-01-02 00:00:00","Finchley Church End",0,0,
"2018-01-02 00:00:00","Golders Green",0,0,
"2018-01-02 00:00:00","North Finchley",0,0,
"2018-01-02 00:00:00","Osidge",0,0,
"2018-01-02 01:00:00","Chipping Barnet",0,0,
"2018-01-02 01:00:00","Colindale",0,0,
"2018-01-02 01:00:00","Edgware",0,0,
"2018-01-02 01:00:00","Finchley Church End",0,0,
"2018-01-02 01:00:00","Golders Green",0,0,
"2018-01-02 01:00:00","North Finchley",0,0,
"2018-01-02 01:00:00","Osidge",0,0,
"2018-01-02 02:00:00","Chipping Barnet",0,0,
"2018-01-02 02:00:00","Colindale",0,0,
"2018-01-02 02:00:00","Edgware",0,0,
"2018-01-02 02:00:00","Finchley Church End",0,0,
"2018-01-02 02:00:00","Golders Green",0,0,
"2018-01-02 02:00:00","North Finchley",0,0,
"2018-01-02 02:00:00","Osidge",0,0,
"2018-01-02 03:00:00","Chipping Barnet",0,0,
"2018-01-02 03:00:00","Colindale",0,0,
"2018-01-02 03:00:00","Edgware",0,0,
"2018-01-02 03:00:00","Finchley Church End",0,0,
"2018-01-02 03:00:00","Golders Green",0,0,
"2018-01-02 03:00:00","North Finchley",0,0,
"2018-01-02 03:00:00","Osidge",0,0,
"2018-01-02 04:00:00","Chipping Barnet",0,0,
"2018-01-02 04:00:00","Colindale",0,0,
"2018-01-02 04:00:00","Edgware",0,0,
"2018-01-02 04:00:00","Finchley Church End",0,0,
"2018-01-02 04:00:00","Golders Green",0,0,
"2018-01-02 04:00:00","North Finchley",0,0,
"2018-01-02 04:00:00","Osidge",0,0,
"2018-01-02 05:00:00","Chipping Barnet",0,0,
"2018-01-02 05:00:00","Colindale",0,0,
"2018-01-02 05:00:00","Edgware",0,0,
"2018-01-02 05:00:00","Finchley Church End",0,0,
"2018-01-02 05:00:00","Golders Green",1,1,
"2018-01-02 05:00:00","North Finchley",0,0,
"2018-01-02 05:00:00","Osidge",0,0,
"2018-01-02 06:00:00","Chipping Barnet",0,0,
"2018-01-02 06:00:00","Colindale",0,0,
"2018-01-02 06:00:00","Edgware",0,0,
"2018-01-02 06:00:00","Finchley Church End",0,0,
"2018-01-02 06:00:00","Golders Green",0,0,
"2018-01-02 06:00:00","North Finchley",0,0,
"2018-01-02 06:00:00","Osidge",0,0,
"2018-01-02 07:00:00","Chipping Barnet",0,0,
"2018-01-02 07:00:00","Colindale",0,0,
"2018-01-02 07:00:00","Edgware",8,1,
"2018-01-02 07:00:00","Finchley Church End",0,0,
"2018-01-02 07:00:00","Golders Green",0,0,
"2018-01-02 07:00:00","North Finchley",0,0,
"2018-01-02 07:00:00","Osidge",0,0,
"2018-01-02 08:00:00","Chipping Barnet",0,0,
"2018-01-02 08:00:00","Colindale",0,0,
"2018-01-02 08:00:00","Edgware",2,8,
"2018-01-02 08:00:00","Finchley Church End",0,0,
"2018-01-02 08:00:00","Golders Green",2,2,
"2018-01-02 08:00:00","North Finchley",0,0,
"2018-01-02 08:00:00","Osidge",0,0,
"2018-01-02 09:00:00","Chipping Barnet",0,0,
"2018-01-02 09:00:00","Colindale",0,0,
"2018-01-02 09:00:00","Edgware",18,10,
"2018-01-02 09:00:00","Finchley Church End",0,0,
"2018-01-02 09:00:00","Golders Green",4,1,
"2018-01-02 09:00:00","North Finchley",0,0,
"2018-01-02 09:00:00","Osidge",0,0,
"2018-01-02 10:00:00","Chipping Barnet",0,0,
"2018-01-02 10:00:00","Colindale",0,0,
"2018-01-02 10:00:00","Edgware",36,29,
"2018-01-02 10:00:00","Finchley Church End",0,0,
"2018-01-02 10:00:00","Golders Green",26,23,
"2018-01-02 10:00:00","North Finchley",0,0,
"2018-01-02 10:00:00","Osidge",0,0,
"2018-01-02 11:00:00","Chipping Barnet",0,0,
"2018-01-02 11:00:00","Colindale",0,0,
"2018-01-02 11:00:00","Edgware",46,54,
"2018-01-02 11:00:00","Finchley Church End",0,0,
"2018-01-02 11:00:00","Golders Green",19,17,
"2018-01-02 11:00:00","North Finchley",0,0,
"2018-01-02 11:00:00","Osidge",0,0,
"2018-01-02 12:00:00","Chipping Barnet",0,0,
"2018-01-02 12:00:00","Colindale",0,0,
"2018-01-02 12:00:00","Edgware",41,44,
"2018-01-02 12:00:00","Finchley Church End",0,0,
"2018-01-02 12:00:00","Golders Green",30,22,
"2018-01-02 12:00:00","North Finchley",0,0,
"2018-01-02 12:00:00","Osidge",0,0,
"2018-01-02 13:00:00","Chipping Barnet",0,0,
"2018-01-02 13:00:00","Colindale",0,0,
"2018-01-02 13:00:00","Edgware",37,45,
"2018-01-02 13:00:00","Finchley Church End",0,0,
"2018-01-02 13:00:00","Golders Green",45,53,
"2018-01-02 13:00:00","North Finchley",0,0,
"2018-01-02 13:00:00","Osidge",0,0,
"2018-01-02 14:00:00","Chipping Barnet",0,0,
"2018-01-02 14:00:00","Colindale",0,0,
"2018-01-02 14:00:00","Edgware",82,49,
"2018-01-02 14:00:00","Finchley Church End",0,0,
"2018-01-02 14:00:00","Golders Green",36,35,
"2018-01-02 14:00:00","North Finchley",0,0,
"2018-01-02 14:00:00","Osidge",0,0,
"2018-01-02 15:00:00","Chipping Barnet",0,0,
"2018-01-02 15:00:00","Colindale",0,0,
"2018-01-02 15:00:00","Edgware",63,75,
"2018-01-02 15:00:00","Finchley Church End",0,0,
"2018-01-02 15:00:00","Golders Green",39,37,
"2018-01-02 15:00:00","North Finchley",0,0,
"2018-01-02 15:00:00","Osidge",0,0,
"2018-01-02 16:00:00","Chipping Barnet",0,0,
"2018-01-02 16:00:00","Colindale",0,0,
"2018-01-02 16:00:00","Edgware",84,96,
"2018-01-02 16:00:00","Finchley Church End",0,0,
"2018-01-02 16:00:00","Golders Green",17,40,
"2018-01-02 16:00:00","North Finchley",0,0,
"2018-01-02 16:00:00","Osidge",0,0,
"2018-01-02 17:00:00","Chipping Barnet",0,0,
"2018-01-02 17:00:00","Colindale",0,0,
"2018-01-02 17:00:00","Edgware",60,73,
"2018-01-02 17:00:00","Finchley Church End",0,0,
"2018-01-02 17:00:00","Golders Green",1,5,
"2018-01-02 17:00:00","North Finchley",0,0,
"2018-01-02 17:00:00","Osidge",0,0,
"2018-01-02 18:00:00","Chipping Barnet",0,0,
"2018-01-02 18:00:00","Colindale",0,0,
"2018-01-02 18:00:00","Edgware",19,25,
"2018-01-02 18:00:00","Finchley Church End",0,0,
"2018-01-02 18:00:00","Golders Green",0,0,
"2018-01-02 18:00:00","North Finchley",0,0,
"2018-01-02 18:00:00","Osidge",0,0,
"2018-01-02 19:00:00","Chipping Barnet",0,0,
"2018-01-02 19:00:00","Colindale",0,0,
"2018-01-02 19:00:00","Edgware",12,14,
"2018-01-02 19:00:00","Finchley Church End",0,0,
"2018-01-02 19:00:00","Golders Green",1,2,
"2018-01-02 19:00:00","North Finchley",0,0,
"2018-01-02 19:00:00","Osidge",0,0,
"2018-01-02 20:00:00","Chipping Barnet",0,0,
"2018-01-02 20:00:00","Colindale",0,0,
"2018-01-02 20:00:00","Edgware",22,32,
"2018-01-02 20:00:00","Finchley Church End",0,0,
"2018-01-02 20:00:00","Golders Green",0,0,
"2018-01-02 20:00:00","North Finchley",0,0,
"2018-01-02 20:00:00","Osidge",0,0,
"2018-01-02 21:00:00","Chipping Barnet",0,0,
"2018-01-02 21:00:00","Colindale",0,0,
"2018-01-02 21:00:00","Edgware",7,18,
"2018-01-02 21:00:00","Finchley Church End",0,0,
"2018-01-02 21:00:00","Golders Green",0,0,
"2018-01-02 21:00:00","North Finchley",0,0,
"2018-01-02 21:00:00","Osidge",0,0,
"2018-01-02 22:00:00","Chipping Barnet",0,0,
"2018-01-02 22:00:00","Colindale",0,0,
"2018-01-02 22:00:00","Edgware",8,12,
"2018-01-02 22:00:00","Finchley Church End",0,0,
"2018-01-02 22:00:00","Golders Green",5,7,
"2018-01-02 22:00:00","North Finchley",0,0,
"2018-01-02 22:00:00","Osidge",0,0,
"2018-01-02 23:00:00","Chipping Barnet",0,0,
"2018-01-02 23:00:00","Colindale",0,0,
"2018-01-02 23:00:00","Edgware",0,0,
"2018-01-02 23:00:00","Finchley Church End",0,0,
"2018-01-02 23:00:00","Golders Green",0,0,
"2018-01-02 23:00:00","North Finchley",0,0,
"2018-01-02 23:00:00","Osidge",0,0,
"2018-01-03 00:00:00","Chipping Barnet",0,0,
"2018-01-03 00:00:00","Colindale",0,0,
"2018-01-03 00:00:00","Edgware",0,0,
"2018-01-03 00:00:00","Finchley Church End",0,0,
"2018-01-03 00:00:00","Golders Green",0,0,
"2018-01-03 00:00:00","North Finchley",0,0,
"2018-01-03 00:00:00","Osidge",0,0,
"2018-01-03 01:00:00","Chipping Barnet",0,0,
"2018-01-03 01:00:00","Colindale",0,0,
"2018-01-03 01:00:00","Edgware",0,0,
"2018-01-03 01:00:00","Finchley Church End",0,0,
"2018-01-03 01:00:00","Golders Green",0,0,
"2018-01-03 01:00:00","North Finchley",0,0,
"2018-01-03 01:00:00","Osidge",0,0,
"2018-01-03 02:00:00","Chipping Barnet",0,0,
"2018-01-03 02:00:00","Colindale",0,0,
"2018-01-03 02:00:00","Edgware",0,0,
"2018-01-03 02:00:00","Finchley Church End",0,0,
"2018-01-03 02:00:00","Golders Green",0,0,
"2018-01-03 02:00:00","North Finchley",0,0,
"2018-01-03 02:00:00","Osidge",0,0,
"2018-01-03 03:00:00","Chipping Barnet",0,0,
"2018-01-03 03:00:00","Colindale",0,0,
"2018-01-03 03:00:00","Edgware",0,0,
"2018-01-03 03:00:00","Finchley Church End",0,0,
"2018-01-03 03:00:00","Golders Green",0,0,
"2018-01-03 03:00:00","North Finchley",0,0,
"2018-01-03 03:00:00","Osidge",0,0,
"2018-01-03 04:00:00","Chipping Barnet",0,0,
"2018-01-03 04:00:00","Colindale",0,0,
"2018-01-03 04:00:00","Edgware",0,0,
"2018-01-03 04:00:00","Finchley Church End",0,0,
"2018-01-03 04:00:00","Golders Green",0,0,
"2018-01-03 04:00:00","North Finchley",0,0,
"2018-01-03 04:00:00","Osidge",0,0,
"2018-01-03 05:00:00","Chipping Barnet",0,0,
"2018-01-03 05:00:00","Colindale",0,0,
"2018-01-03 05:00:00","Edgware",0,0,
"2018-01-03 05:00:00","Finchley Church End",0,0,
"2018-01-03 05:00:00","Golders Green",0,0,
"2018-01-03 05:00:00","North Finchley",0,0,
"2018-01-03 05:00:00","Osidge",0,0,
"2018-01-03 06:00:00","Chipping Barnet",0,0,
"2018-01-03 06:00:00","Colindale",0,0,
"2018-01-03 06:00:00","Edgware",0,0,
"2018-01-03 06:00:00","Finchley Church End",0,0,
"2018-01-03 06:00:00","Golders Green",0,0,
"2018-01-03 06:00:00","North Finchley",0,0,
"2018-01-03 06:00:00","Osidge",0,0,
"2018-01-03 07:00:00","Chipping Barnet",0,0,
"2018-01-03 07:00:00","Colindale",0,0,
"2018-01-03 07:00:00","Edgware",3,1,
"2018-01-03 07:00:00","Finchley Church End",0,0,
"2018-01-03 07:00:00","Golders Green",0,0,
"2018-01-03 07:00:00","North Finchley",0,0,
"2018-01-03 07:00:00","Osidge",0,0,
"2018-01-03 08:00:00","Chipping Barnet",0,0,
"2018-01-03 08:00:00","Colindale",0,0,
"2018-01-03 08:00:00","Edgware",5,3,
"2018-01-03 08:00:00","Finchley Church End",0,0,
"2018-01-03 08:00:00","Golders Green",0,0,
"2018-01-03 08:00:00","North Finchley",0,0,
"2018-01-03 08:00:00","Osidge",0,0,
"2018-01-03 09:00:00","Chipping Barnet",0,0,
"2018-01-03 09:00:00","Colindale",0,0,
"2018-01-03 09:00:00","Edgware",13,6,
"2018-01-03 09:00:00","Finchley Church End",0,0,
"2018-01-03 09:00:00","Golders Green",3,1,
"2018-01-03 09:00:00","North Finchley",0,0,
"2018-01-03 09:00:00","Osidge",0,0,
"2018-01-03 10:00:00","Chipping Barnet",0,0,
"2018-01-03 10:00:00","Colindale",0,0,
"2018-01-03 10:00:00","Edgware",53,24,
"2018-01-03 10:00:00","Finchley Church End",0,0,
"2018-01-03 10:00:00","Golders Green",11,15,
"2018-01-03 10:00:00","North Finchley",0,0,
"2018-01-03 10:00:00","Osidge",0,0,
"2018-01-03 11:00:00","Chipping Barnet",0,0,
"2018-01-03 11:00:00","Colindale",0,0,
"2018-01-03 11:00:00","Edgware",39,62,
"2018-01-03 11:00:00","Finchley Church End",0,0,
"2018-01-03 11:00:00","Golders Green",18,11,
"2018-01-03 11:00:00","North Finchley",0,0,
"2018-01-03 11:00:00","Osidge",0,0,
"2018-01-03 12:00:00","Chipping Barnet",0,0,
"2018-01-03 12:00:00","Colindale",0,0,
"2018-01-03 12:00:00","Edgware",40,42,
"2018-01-03 12:00:00","Finchley Church End",0,0,
"2018-01-03 12:00:00","Golders Green",26,33,
"2018-01-03 12:00:00","North Finchley",0,0,
"2018-01-03 12:00:00","Osidge",0,0,
"2018-01-03 13:00:00","Chipping Barnet",0,0,
"2018-01-03 13:00:00","Colindale",0,0,
"2018-01-03 13:00:00","Edgware",30,48,
"2018-01-03 13:00:00","Finchley Church End",0,0,
"2018-01-03 13:00:00","Golders Green",11,19,
"2018-01-03 13:00:00","North Finchley",0,0,
"2018-01-03 13:00:00","Osidge",0,0,
"2018-01-03 14:00:00","Chipping Barnet",0,0,
"2018-01-03 14:00:00","Colindale",0,0,
"2018-01-03 14:00:00","Edgware",43,42,
"2018-01-03 14:00:00","Finchley Church End",0,0,
"2018-01-03 14:00:00","Golders Green",10,12,
"2018-01-03 14:00:00","North Finchley",0,0,
"2018-01-03 14:00:00","Osidge",0,0,
"2018-01-03 15:00:00","Chipping Barnet",0,0,
"2018-01-03 15:00:00","Colindale",0,0,
"2018-01-03 15:00:00","Edgware",32,48,
"2018-01-03 15:00:00","Finchley Church End",0,0,
"2018-01-03 15:00:00","Golders Green",11,13,
"2018-01-03 15:00:00","North Finchley",0,0,
"2018-01-03 15:00:00","Osidge",0,0,
"2018-01-03 16:00:00","Chipping Barnet",0,0,
"2018-01-03 16:00:00","Colindale",0,0,
"2018-01-03 16:00:00","Edgware",31,49,
"2018-01-03 16:00:00","Finchley Church End",0,0,
"2018-01-03 16:00:00","Golders Green",10,16,
"2018-01-03 16:00:00","North Finchley",0,0,
"2018-01-03 16:00:00","Osidge",0,0,
"2018-01-03 17:00:00","Chipping Barnet",0,0,
"2018-01-03 17:00:00","Colindale",0,0,
"2018-01-03 17:00:00","Edgware",19,33,
"2018-01-03 17:00:00","Finchley Church End",0,0,
"2018-01-03 17:00:00","Golders Green",0,0,
"2018-01-03 17:00:00","North Finchley",0,0,
"2018-01-03 17:00:00","Osidge",0,0,
"2018-01-03 18:00:00","Chipping Barnet",0,0,
"2018-01-03 18:00:00","Colindale",0,0,
"2018-01-03 18:00:00","Edgware",11,16,
"2018-01-03 18:00:00","Finchley Church End",0,0,
"2018-01-03 18:00:00","Golders Green",5,2,
"2018-01-03 18:00:00","North Finchley",0,0,
"2018-01-03 18:00:00","Osidge",0,0,
"2018-01-03 19:00:00","Chipping Barnet",0,0,
"2018-01-03 19:00:00","Colindale",0,0,
"2018-01-03 19:00:00","Edgware",11,12,
"2018-01-03 19:00:00","Finchley Church End",0,0,
"2018-01-03 19:00:00","Golders Green",0,0,
"2018-01-03 19:00:00","North Finchley",0,0,
"2018-01-03 19:00:00","Osidge",0,0,
"2018-01-03 20:00:00","Chipping Barnet",0,0,
"2018-01-03 20:00:00","Colindale",0,0,
"2018-01-03 20:00:00","Edgware",6,20,
"2018-01-03 20:00:00","Finchley Church End",0,0,
"2018-01-03 20:00:00","Golders Green",0,0,
"2018-01-03 20:00:00","North Finchley",0,0,
"2018-01-03 20:00:00","Osidge",0,0,
"2018-01-03 21:00:00","Chipping Barnet",0,0,
"2018-01-03 21:00:00","Colindale",0,0,
"2018-01-03 21:00:00","Edgware",0,0,
"2018-01-03 21:00:00","Finchley Church End",0,0,
"2018-01-03 21:00:00","Golders Green",0,0,
"2018-01-03 21:00:00","North Finchley",0,0,
"2018-01-03 21:00:00","Osidge",0,0,
"2018-01-03 22:00:00","Chipping Barnet",0,0,
"2018-01-03 22:00:00","Colindale",0,0,
"2018-01-03 22:00:00","Edgware",12,13,
"2018-01-03 22:00:00","Finchley Church End",0,0,
"2018-01-03 22:00:00","Golders Green",0,0,
"2018-01-03 22:00:00","North Finchley",0,0,
"2018-01-03 22:00:00","Osidge",0,0,
"2018-01-03 23:00:00","Chipping Barnet",0,0,
"2018-01-03 23:00:00","Colindale",0,0,
"2018-01-03 23:00:00","Edgware",0,0,
"2018-01-03 23:00:00","Finchley Church End",0,0,
"2018-01-03 23:00:00","Golders Green",0,0,
"2018-01-03 23:00:00","North Finchley",0,0,
"2018-01-03 23:00:00","Osidge",0,0,
"2018-01-04 00:00:00","Chipping Barnet",0,0,
"2018-01-04 00:00:00","Colindale",0,0,
"2018-01-04 00:00:00","Edgware",0,0,
"2018-01-04 00:00:00","Finchley Church End",0,0,
"2018-01-04 00:00:00","Golders Green",0,0,
"2018-01-04 00:00:00","North Finchley",0,0,
"2018-01-04 00:00:00","Osidge",0,0,
"2018-01-04 01:00:00","Chipping Barnet",0,0,
"2018-01-04 01:00:00","Colindale",0,0,
"2018-01-04 01:00:00","Edgware",0,0,
"2018-01-04 01:00:00","Finchley Church End",0,0,
"2018-01-04 01:00:00","Golders Green",0,0,
"2018-01-04 01:00:00","North Finchley",0,0,
"2018-01-04 01:00:00","Osidge",0,0,
"2018-01-04 02:00:00","Chipping Barnet",0,0,
"2018-01-04 02:00:00","Colindale",0,0,
"2018-01-04 02:00:00","Edgware",0,0,
"2018-01-04 02:00:00","Finchley Church End",0,0,
"2018-01-04 02:00:00","Golders Green",0,0,
"2018-01-04 02:00:00","North Finchley",0,0,
"2018-01-04 02:00:00","Osidge",0,0,
"2018-01-04 03:00:00","Chipping Barnet",0,0,
"2018-01-04 03:00:00","Colindale",0,0,
"2018-01-04 03:00:00","Edgware",0,0,
"2018-01-04 03:00:00","Finchley Church End",0,0,
"2018-01-04 03:00:00","Golders Green",0,0,
"2018-01-04 03:00:00","North Finchley",0,0,
"2018-01-04 03:00:00","Osidge",0,0,
"2018-01-04 04:00:00","Chipping Barnet",0,0,
"2018-01-04 04:00:00","Colindale",0,0,
"2018-01-04 04:00:00","Edgware",0,0,
"2018-01-04 04:00:00","Finchley Church End",0,0,
"2018-01-04 04:00:00","Golders Green",0,0,
"2018-01-04 04:00:00","North Finchley",0,0,
"2018-01-04 04:00:00","Osidge",0,0,
"2018-01-04 05:00:00","Chipping Barnet",0,0,
"2018-01-04 05:00:00","Colindale",0,0,
"2018-01-04 05:00:00","Edgware",0,0,
"2018-01-04 05:00:00","Finchley Church End",0,0,
"2018-01-04 05:00:00","Golders Green",0,0,
"2018-01-04 05:00:00","North Finchley",0,0,
"2018-01-04 05:00:00","Osidge",0,0,
"2018-01-04 06:00:00","Chipping Barnet",0,0,
"2018-01-04 06:00:00","Colindale",0,0,
"2018-01-04 06:00:00","Edgware",0,0,
"2018-01-04 06:00:00","Finchley Church End",0,0,
"2018-01-04 06:00:00","Golders Green",0,0,
