datetime,library,opening_type,people_in,people_out
2020-01-11 06:00:00,Finchley Church End,closed,0,0
2020-01-11 06:00:00,Golders Green,closed,0,0
2020-01-11 06:00:00,North Finchley,closed,0,0
2020-01-11 06:00:00,Osidge,closed,0,0
2020-01-11 07:00:00,Chipping Barnet,SSO,0,0
2020-01-11 07:00:00,Colindale,SSO,0,0
2020-01-11 07:00:00,East Finchley,closed,27,22
2020-01-11 07:00:00,Edgware,SSO,0,0
2020-01-11 07:00:00,Finchley Church End,SSO,0,0
2020-01-11 07:00:00,Golders Green,closed,0,0
2020-01-11 07:00:00,North Finchley,closed,0,0
2020-01-11 07:00:00,Osidge,closed,0,0
2020-01-11 08:00:00,Chipping Barnet,SSO,0,0
2020-01-11 08:00:00,Colindale,SSO,6,8
2020-01-11 08:00:00,East Finchley,SSO,0,0
2020-01-11 08:00:00,Edgware,SSO,4,3
2020-01-11 08:00:00,Finchley Church End,SSO,6,3
2020-01-11 08:00:00,Golders Green,closed,0,0
2020-01-11 08:00:00,North Finchley,SSO,0,0
2020-01-11 08:00:00,Osidge,SSO,0,0
2020-01-11 09:00:00,Chipping Barnet,staffed,5,17
2020-01-11 09:00:00,Colindale,staffed,8,9
2020-01-11 09:00:00,East Finchley,staffed,15,8
2020-01-11 09:00:00,Edgware,staffed,24,8
2020-01-11 09:00:00,Finchley Church End,staffed,34,18
2020-01-11 09:00:00,Golders Green,closed,0,0
2020-01-11 09:00:00,North Finchley,SSO,0,0
2020-01-11 09:00:00,Osidge,SSO,6,7
2020-01-11 10:00:00,Chipping Barnet,staffed,15,26
2020-01-11 10:00:00,Colindale,staffed,10,13
2020-01-11 10:00:00,East Finchley,staffed,26,21
2020-01-11 10:00:00,Edgware,staffed,35,22
2020-01-11 10:00:00,Finchley Church End,staffed,58,35
2020-01-11 10:00:00,Golders Green,closed,0,0
2020-01-11 10:00:00,North Finchley,SSO,0,0
2020-01-11 10:00:00,Osidge,SSO,10,15
2020-01-11 11:00:00,Chipping Barnet,staffed,30,23
2020-01-11 11:00:00,Colindale,staffed,40,22
2020-01-11 11:00:00,East Finchley,staffed,19,14
2020-01-11 11:00:00,Edgware,staffed,52,42
2020-01-11 11:00:00,Finchley Church End,staffed,58,67
2020-01-11 11:00:00,Golders Green,SSO,2,3
2020-01-11 11:00:00,North Finchley,SSO,0,0
2020-01-11 11:00:00,Osidge,SSO,14,18
2020-01-11 12:00:00,Chipping Barnet,staffed,41,39
2020-01-11 12:00:00,Colindale,staffed,42,26
2020-01-11 12:00:00,East Finchley,staffed,33,36
2020-01-11 12:00:00,Edgware,staffed,27,38
2020-01-11 12:00:00,Finchley Church End,staffed,76,69
2020-01-11 12:00:00,Golders Green,SSO,2,3
2020-01-11 12:00:00,North Finchley,SSO,0,0
2020-01-11 12:00:00,Osidge,SSO,13,19
2020-01-11 13:00:00,Chipping Barnet,staffed,22,10
2020-01-11 13:00:00,Colindale,staffed,37,20
2020-01-11 13:00:00,East Finchley,SSO,20,29
2020-01-11 13:00:00,Edgware,staffed,39,47
2020-01-11 13:00:00,Finchley Church End,staffed,42,56
2020-01-11 13:00:00,Golders Green,SSO,0,0
2020-01-11 13:00:00,North Finchley,SSO,0,0
2020-01-11 13:00:00,Osidge,SSO,10,12
2020-01-11 14:00:00,Chipping Barnet,staffed,0,0
2020-01-11 14:00:00,Colindale,staffed,33,22
2020-01-11 14:00:00,East Finchley,SSO,19,20
2020-01-11 14:00:00,Edgware,staffed,43,26
2020-01-11 14:00:00,Finchley Church End,staffed,70,68
2020-01-11 14:00:00,Golders Green,SSO,11,15
2020-01-11 14:00:00,North Finchley,staffed,0,0
2020-01-11 14:00:00,Osidge,staffed,13,16
2020-01-11 15:00:00,Chipping Barnet,staffed,0,0
2020-01-11 15:00:00,Colindale,staffed,27,28
2020-01-11 15:00:00,East Finchley,SSO,31,37
2020-01-11 15:00:00,Edgware,staffed,49,53
2020-01-11 15:00:00,Finchley Church End,staffed,40,46
2020-01-11 15:00:00,Golders Green,SSO,6,14
2020-01-11 15:00:00,North Finchley,staffed,0,0
2020-01-11 15:00:00,Osidge,staffed,9,13
2020-01-11 16:00:00,Chipping Barnet,staffed,0,0
2020-01-11 16:00:00,Colindale,staffed,68,19
2020-01-11 16:00:00,East Finchley,SSO,11,13
2020-01-11 16:00:00,Edgware,staffed,12,30
2020-01-11 16:00:00,Finchley Church End,staffed,22,41
2020-01-11 16:00:00,Golders Green,SSO,5,3
2020-01-11 16:00:00,North Finchley,staffed,0,0
2020-01-11 16:00:00,Osidge,staffed,20,28
2020-01-11 17:00:00,Chipping Barnet,closed,0,0
2020-01-11 17:00:00,Colindale,closed,0,0
2020-01-11 17:00:00,East Finchley,closed,1,7
2020-01-11 17:00:00,Edgware,closed,2,23
2020-01-11 17:00:00,Finchley Church End,closed,2,17
2020-01-11 17:00:00,Golders Green,closed,0,0
2020-01-11 17:00:00,North Finchley,closed,0,0
2020-01-11 17:00:00,Osidge,closed,0,0
2020-01-11 18:00:00,Chipping Barnet,closed,0,0
2020-01-11 18:00:00,Colindale,closed,0,0
2020-01-11 18:00:00,East Finchley,closed,0,0
2020-01-11 18:00:00,Edgware,closed,0,0
2020-01-11 18:00:00,Finchley Church End,closed,0,0
2020-01-11 18:00:00,Golders Green,closed,0,0
2020-01-11 18:00:00,North Finchley,closed,0,0
2020-01-11 18:00:00,Osidge,closed,0,0
2020-01-11 19:00:00,Chipping Barnet,closed,0,0
2020-01-11 19:00:00,Colindale,closed,0,0
2020-01-11 19:00:00,East Finchley,closed,0,0
2020-01-11 19:00:00,Edgware,closed,0,0
2020-01-11 19:00:00,Finchley Church End,closed,0,0
2020-01-11 19:00:00,Golders Green,closed,0,0
2020-01-11 19:00:00,North Finchley,closed,0,0
2020-01-11 19:00:00,Osidge,closed,0,0
2020-01-11 20:00:00,Chipping Barnet,closed,0,0
2020-01-11 20:00:00,Colindale,closed,0,0
2020-01-11 20:00:00,East Finchley,closed,0,0
2020-01-11 20:00:00,Edgware,closed,0,0
2020-01-11 20:00:00,Finchley Church End,closed,0,0
2020-01-11 20:00:00,Golders Green,closed,0,0
2020-01-11 20:00:00,North Finchley,closed,0,0
2020-01-11 20:00:00,Osidge,closed,0,0
2020-01-11 21:00:00,Chipping Barnet,closed,0,0
2020-01-11 21:00:00,Colindale,closed,0,0
2020-01-11 21:00:00,East Finchley,closed,0,0
2020-01-11 21:00:00,Edgware,closed,0,0
2020-01-11 21:00:00,Finchley Church End,closed,0,0
2020-01-11 21:00:00,Golders Green,closed,0,0
2020-01-11 21:00:00,North Finchley,closed,0,0
2020-01-11 21:00:00,Osidge,closed,0,0
2020-01-11 22:00:00,Chipping Barnet,closed,0,0
2020-01-11 22:00:00,Colindale,closed,0,0
2020-01-11 22:00:00,East Finchley,closed,0,0
2020-01-11 22:00:00,Edgware,closed,0,0
2020-01-11 22:00:00,Finchley Church End,closed,0,0
2020-01-11 22:00:00,Golders Green,closed,0,0
2020-01-11 22:00:00,North Finchley,closed,0,0
2020-01-11 22:00:00,Osidge,closed,0,0
2020-01-11 23:00:00,Chipping Barnet,closed,0,0
2020-01-11 23:00:00,Colindale,closed,0,0
2020-01-11 23:00:00,East Finchley,closed,0,0
2020-01-11 23:00:00,Edgware,closed,0,0
2020-01-11 23:00:00,Finchley Church End,closed,0,0
2020-01-11 23:00:00,Golders Green,closed,0,0
2020-01-11 23:00:00,North Finchley,closed,0,0
2020-01-11 23:00:00,Osidge,closed,0,0
2020-01-12 00:00:00,Chipping Barnet,closed,0,0
2020-01-12 00:00:00,Colindale,closed,0,0
2020-01-12 00:00:00,East Finchley,closed,0,0
2020-01-12 00:00:00,Edgware,closed,0,0
2020-01-12 00:00:00,Finchley Church End,closed,0,0
2020-01-12 00:00:00,Golders Green,closed,0,0
2020-01-12 00:00:00,North Finchley,closed,0,0
2020-01-12 00:00:00,Osidge,closed,0,0
2020-01-12 01:00:00,Chipping Barnet,closed,0,0
2020-01-12 01:00:00,Colindale,closed,0,0
2020-01-12 01:00:00,East Finchley,closed,0,0
2020-01-12 01:00:00,Edgware,closed,0,0
2020-01-12 01:00:00,Finchley Church End,closed,0,0
2020-01-12 01:00:00,Golders Green,closed,0,0
2020-01-12 01:00:00,North Finchley,closed,0,0
2020-01-12 01:00:00,Osidge,closed,0,0
2020-01-12 02:00:00,Chipping Barnet,closed,0,0
2020-01-12 02:00:00,Colindale,closed,0,0
2020-01-12 02:00:00,East Finchley,closed,0,0
2020-01-12 02:00:00,Edgware,closed,0,0
2020-01-12 02:00:00,Finchley Church End,closed,0,0
2020-01-12 02:00:00,Golders Green,closed,0,0
2020-01-12 02:00:00,North Finchley,closed,0,0
2020-01-12 02:00:00,Osidge,closed,0,0
2020-01-12 03:00:00,Chipping Barnet,closed,0,0
2020-01-12 03:00:00,Colindale,closed,0,0
2020-01-12 03:00:00,East Finchley,closed,0,0
2020-01-12 03:00:00,Edgware,closed,0,0
2020-01-12 03:00:00,Finchley Church End,closed,0,0
2020-01-12 03:00:00,Golders Green,closed,0,0
2020-01-12 03:00:00,North Finchley,closed,0,0
2020-01-12 03:00:00,Osidge,closed,0,0
2020-01-12 04:00:00,Chipping Barnet,closed,0,0
2020-01-12 04:00:00,Colindale,closed,0,0
2020-01-12 04:00:00,East Finchley,closed,0,0
2020-01-12 04:00:00,Edgware,closed,0,0
2020-01-12 04:00:00,Finchley Church End,closed,0,0
2020-01-12 04:00:00,Golders Green,closed,0,0
2020-01-12 04:00:00,North Finchley,closed,0,0
2020-01-12 04:00:00,Osidge,closed,0,0
2020-01-12 05:00:00,Chipping Barnet,closed,0,0
2020-01-12 05:00:00,Colindale,closed,0,0
2020-01-12 05:00:00,East Finchley,closed,0,0
2020-01-12 05:00:00,Edgware,closed,0,0
2020-01-12 05:00:00,Finchley Church End,closed,0,0
2020-01-12 05:00:00,Golders Green,closed,0,0
2020-01-12 05:00:00,North Finchley,closed,0,0
2020-01-12 05:00:00,Osidge,closed,0,0
2020-01-12 06:00:00,Chipping Barnet,closed,0,0
2020-01-12 06:00:00,Colindale,closed,0,0
2020-01-12 06:00:00,East Finchley,closed,0,0
2020-01-12 06:00:00,Edgware,closed,0,0
2020-01-12 06:00:00,Finchley Church End,closed,0,0
2020-01-12 06:00:00,Golders Green,closed,0,0
2020-01-12 06:00:00,North Finchley,closed,0,0
2020-01-12 06:00:00,Osidge,closed,0,0
2020-01-12 07:00:00,Chipping Barnet,closed,0,0
2020-01-12 07:00:00,Colindale,closed,0,0
2020-01-12 07:00:00,East Finchley,closed,0,0
2020-01-12 07:00:00,Edgware,closed,0,0
2020-01-12 07:00:00,Finchley Church End,closed,0,0
2020-01-12 07:00:00,Golders Green,closed,0,0
2020-01-12 07:00:00,North Finchley,closed,0,0
2020-01-12 07:00:00,Osidge,closed,0,0
2020-01-12 08:00:00,Chipping Barnet,closed,0,0
2020-01-12 08:00:00,Colindale,closed,0,0
2020-01-12 08:00:00,East Finchley,closed,0,0
2020-01-12 08:00:00,Edgware,closed,0,0
2020-01-12 08:00:00,Finchley Church End,closed,0,0
2020-01-12 08:00:00,Golders Green,closed,0,0
2020-01-12 08:00:00,North Finchley,closed,0,0
2020-01-12 08:00:00,Osidge,closed,0,0
2020-01-12 09:00:00,Chipping Barnet,closed,0,0
2020-01-12 09:00:00,Colindale,closed,0,0
2020-01-12 09:00:00,East Finchley,closed,0,0
2020-01-12 09:00:00,Edgware,closed,0,0
2020-01-12 09:00:00,Finchley Church End,closed,0,0
2020-01-12 09:00:00,Golders Green,closed,0,0
2020-01-12 09:00:00,North Finchley,closed,0,0
2020-01-12 09:00:00,Osidge,closed,0,0
2020-01-12 10:00:00,Chipping Barnet,SSO,0,0
2020-01-12 10:00:00,Colindale,SSO,7,11
2020-01-12 10:00:00,East Finchley,closed,0,0
2020-01-12 10:00:00,Edgware,SSO,29,20
2020-01-12 10:00:00,Finchley Church End,SSO,45,44
2020-01-12 10:00:00,Golders Green,closed,0,0
2020-01-12 10:00:00,North Finchley,closed,0,0
2020-01-12 10:00:00,Osidge,closed,0,0
2020-01-12 11:00:00,Chipping Barnet,SSO,0,0
2020-01-12 11:00:00,Colindale,SSO,19,10
2020-01-12 11:00:00,East Finchley,closed,0,0
2020-01-12 11:00:00,Edgware,SSO,31,24
2020-01-12 11:00:00,Finchley Church End,SSO,41,39
2020-01-12 11:00:00,Golders Green,closed,0,0
2020-01-12 11:00:00,North Finchley,closed,0,0
2020-01-12 11:00:00,Osidge,closed,0,0
2020-01-12 12:00:00,Chipping Barnet,SSO,0,0
2020-01-12 12:00:00,Colindale,SSO,43,32
2020-01-12 12:00:00,East Finchley,closed,0,0
2020-01-12 12:00:00,Edgware,SSO,21,30
2020-01-12 12:00:00,Finchley Church End,SSO,45,56
2020-01-12 12:00:00,Golders Green,closed,1,6
2020-01-12 12:00:00,North Finchley,closed,0,0
2020-01-12 12:00:00,Osidge,closed,0,0
2020-01-12 13:00:00,Chipping Barnet,SSO,0,0
2020-01-12 13:00:00,Colindale,SSO,26,21
2020-01-12 13:00:00,East Finchley,closed,0,0
2020-01-12 13:00:00,Edgware,SSO,27,20
2020-01-12 13:00:00,Finchley Church End,SSO,69,47
2020-01-12 13:00:00,Golders Green,closed,0,0
2020-01-12 13:00:00,North Finchley,closed,0,0
2020-01-12 13:00:00,Osidge,closed,0,0
2020-01-12 14:00:00,Chipping Barnet,staffed,0,0
2020-01-12 14:00:00,Colindale,staffed,50,46
2020-01-12 14:00:00,East Finchley,closed,0,0
2020-01-12 14:00:00,Edgware,staffed,84,59
2020-01-12 14:00:00,Finchley Church End,staffed,109,65
2020-01-12 14:00:00,Golders Green,staffed,44,20
2020-01-12 14:00:00,North Finchley,closed,0,0
2020-01-12 14:00:00,Osidge,closed,0,0
2020-01-12 15:00:00,Chipping Barnet,staffed,0,0
2020-01-12 15:00:00,Colindale,staffed,56,49
2020-01-12 15:00:00,East Finchley,closed,0,0
2020-01-12 15:00:00,Edgware,staffed,65,61
2020-01-12 15:00:00,Finchley Church End,staffed,90,85
2020-01-12 15:00:00,Golders Green,staffed,24,27
2020-01-12 15:00:00,North Finchley,closed,0,0
2020-01-12 15:00:00,Osidge,closed,0,0
2020-01-12 16:00:00,Chipping Barnet,staffed,0,0
2020-01-12 16:00:00,Colindale,staffed,74,19
2020-01-12 16:00:00,East Finchley,closed,0,0
2020-01-12 16:00:00,Edgware,staffed,46,96
2020-01-12 16:00:00,Finchley Church End,staffed,49,146
2020-01-12 16:00:00,Golders Green,staffed,21,36
2020-01-12 16:00:00,North Finchley,closed,0,0
2020-01-12 16:00:00,Osidge,closed,0,0
2020-01-12 17:00:00,Chipping Barnet,closed,0,0
2020-01-12 17:00:00,Colindale,closed,0,0
2020-01-12 17:00:00,East Finchley,closed,0,0
2020-01-12 17:00:00,Edgware,closed,2,21
2020-01-12 17:00:00,Finchley Church End,closed,7,39
2020-01-12 17:00:00,Golders Green,closed,7,12
2020-01-12 17:00:00,North Finchley,closed,0,0
2020-01-12 17:00:00,Osidge,closed,0,0
2020-01-12 18:00:00,Chipping Barnet,closed,0,0
2020-01-12 18:00:00,Colindale,closed,0,0
2020-01-12 18:00:00,East Finchley,closed,0,0
2020-01-12 18:00:00,Edgware,closed,5,4
2020-01-12 18:00:00,Finchley Church End,closed,0,0
2020-01-12 18:00:00,Golders Green,closed,0,0
2020-01-12 18:00:00,North Finchley,closed,0,0
2020-01-12 18:00:00,Osidge,closed,0,0
2020-01-12 19:00:00,Chipping Barnet,closed,0,0
2020-01-12 19:00:00,Colindale,closed,0,0
2020-01-12 19:00:00,East Finchley,closed,0,0
2020-01-12 19:00:00,Edgware,closed,12,9
2020-01-12 19:00:00,Finchley Church End,closed,0,0
2020-01-12 19:00:00,Golders Green,closed,0,0
2020-01-12 19:00:00,North Finchley,closed,0,0
2020-01-12 19:00:00,Osidge,closed,0,0
2020-01-12 20:00:00,Chipping Barnet,closed,0,0
2020-01-12 20:00:00,Colindale,closed,0,0
2020-01-12 20:00:00,East Finchley,closed,0,0
2020-01-12 20:00:00,Edgware,closed,0,0
2020-01-12 20:00:00,Finchley Church End,closed,0,0
2020-01-12 20:00:00,Golders Green,closed,0,0
2020-01-12 20:00:00,North Finchley,closed,0,0
2020-01-12 20:00:00,Osidge,closed,0,0
2020-01-12 21:00:00,Chipping Barnet,closed,0,0
2020-01-12 21:00:00,Colindale,closed,0,0
2020-01-12 21:00:00,East Finchley,closed,0,0
2020-01-12 21:00:00,Edgware,closed,0,0
2020-01-12 21:00:00,Finchley Church End,closed,0,0
2020-01-12 21:00:00,Golders Green,closed,0,0
2020-01-12 21:00:00,North Finchley,closed,0,0
2020-01-12 21:00:00,Osidge,closed,0,0
2020-01-12 22:00:00,Chipping Barnet,closed,0,0
2020-01-12 22:00:00,Colindale,closed,0,0
2020-01-12 22:00:00,East Finchley,closed,0,0
2020-01-12 22:00:00,Edgware,closed,0,0
2020-01-12 22:00:00,Finchley Church End,closed,0,0
2020-01-12 22:00:00,Golders Green,closed,0,0
2020-01-12 22:00:00,North Finchley,closed,0,0
2020-01-12 22:00:00,Osidge,closed,0,0
2020-01-12 23:00:00,Chipping Barnet,closed,0,0
2020-01-12 23:00:00,Colindale,closed,0,0
2020-01-12 23:00:00,East Finchley,closed,0,0
2020-01-12 23:00:00,Edgware,closed,0,0
2020-01-12 23:00:00,Finchley Church End,closed,0,0
2020-01-12 23:00:00,Golders Green,closed,0,0
2020-01-12 23:00:00,North Finchley,closed,0,0
2020-01-12 23:00:00,Osidge,closed,0,0
2020-01-13 00:00:00,Chipping Barnet,closed,0,0
2020-01-13 00:00:00,Colindale,closed,0,0
2020-01-13 00:00:00,East Finchley,closed,0,0
2020-01-13 00:00:00,Edgware,closed,0,0
2020-01-13 00:00:00,Finchley Church End,closed,0,0
2020-01-13 00:00:00,Golders Green,closed,0,0
2020-01-13 00:00:00,North Finchley,closed,0,0
2020-01-13 00:00:00,Osidge,closed,0,0
2020-01-13 01:00:00,Chipping Barnet,closed,0,0
2020-01-13 01:00:00,Colindale,closed,0,0
2020-01-13 01:00:00,East Finchley,closed,0,0
2020-01-13 01:00:00,Edgware,closed,0,0
2020-01-13 01:00:00,Finchley Church End,closed,0,0
2020-01-13 01:00:00,Golders Green,closed,0,0
2020-01-13 01:00:00,North Finchley,closed,0,0
2020-01-13 01:00:00,Osidge,closed,0,0
2020-01-13 02:00:00,Chipping Barnet,closed,0,0
2020-01-13 02:00:00,Colindale,closed,0,0
2020-01-13 02:00:00,East Finchley,closed,0,0
2020-01-13 02:00:00,Edgware,closed,0,0
2020-01-13 02:00:00,Finchley Church End,closed,0,0
2020-01-13 02:00:00,Golders Green,closed,0,0
2020-01-13 02:00:00,North Finchley,closed,0,0
2020-01-13 02:00:00,Osidge,closed,0,0
2020-01-13 03:00:00,Chipping Barnet,closed,0,0
2020-01-13 03:00:00,Colindale,closed,0,0
2020-01-13 03:00:00,East Finchley,closed,0,0
2020-01-13 03:00:00,Edgware,closed,0,0
2020-01-13 03:00:00,Finchley Church End,closed,0,0
2020-01-13 03:00:00,Golders Green,closed,0,0
2020-01-13 03:00:00,North Finchley,closed,0,0
2020-01-13 03:00:00,Osidge,closed,0,0
2020-01-13 04:00:00,Chipping Barnet,closed,0,0
2020-01-13 04:00:00,Colindale,closed,0,0
2020-01-13 04:00:00,East Finchley,closed,0,0
2020-01-13 04:00:00,Edgware,closed,0,0
2020-01-13 04:00:00,Finchley Church End,closed,0,0
2020-01-13 04:00:00,Golders Green,closed,0,0
2020-01-13 04:00:00,North Finchley,closed,0,0
2020-01-13 04:00:00,Osidge,closed,0,0
2020-01-13 05:00:00,Chipping Barnet,closed,0,0
2020-01-13 05:00:00,Colindale,closed,0,0
2020-01-13 05:00:00,East Finchley,closed,0,0
2020-01-13 05:00:00,Edgware,closed,0,0
2020-01-13 05:00:00,Finchley Church End,closed,0,0
2020-01-13 05:00:00,Golders Green,closed,0,0
2020-01-13 05:00:00,North Finchley,closed,0,0
2020-01-13 05:00:00,Osidge,closed,0,0
2020-01-13 06:00:00,Chipping Barnet,closed,0,0
2020-01-13 06:00:00,Colindale,closed,4,1
2020-01-13 06:00:00,East Finchley,closed,5,6
2020-01-13 06:00:00,Edgware,closed,0,0
2020-01-13 06:00:00,Finchley Church End,closed,3,10
2020-01-13 06:00:00,Golders Green,closed,0,0
2020-01-13 06:00:00,North Finchley,closed,0,0
2020-01-13 06:00:00,Osidge,closed,0,0
2020-01-13 07:00:00,Chipping Barnet,SSO,0,0
2020-01-13 07:00:00,Colindale,SSO,0,0
2020-01-13 07:00:00,East Finchley,closed,0,0
2020-01-13 07:00:00,Edgware,SSO,0,0
2020-01-13 07:00:00,Finchley Church End,SSO,12,12
2020-01-13 07:00:00,Golders Green,closed,0,0
2020-01-13 07:00:00,North Finchley,closed,0,0
2020-01-13 07:00:00,Osidge,closed,0,0
2020-01-13 08:00:00,Chipping Barnet,SSO,0,0
2020-01-13 08:00:00,Colindale,SSO,16,5
2020-01-13 08:00:00,East Finchley,SSO,3,1
2020-01-13 08:00:00,Edgware,SSO,5,5
2020-01-13 08:00:00,Finchley Church End,SSO,10,14
2020-01-13 08:00:00,Golders Green,SSO,0,0
2020-01-13 08:00:00,North Finchley,SSO,0,0
2020-01-13 08:00:00,Osidge,SSO,7,3
2020-01-13 09:00:00,Chipping Barnet,SSO,0,0
2020-01-13 09:00:00,Colindale,SSO,7,7
2020-01-13 09:00:00,East Finchley,staffed,22,19
2020-01-13 09:00:00,Edgware,staffed,45,16
2020-01-13 09:00:00,Finchley Church End,SSO,15,21
2020-01-13 09:00:00,Golders Green,SSO,3,4
2020-01-13 09:00:00,North Finchley,SSO,0,0
2020-01-13 09:00:00,Osidge,SSO,1,6
2020-01-13 10:00:00,Chipping Barnet,SSO,0,0
2020-01-13 10:00:00,Colindale,SSO,15,10
2020-01-13 10:00:00,East Finchley,staffed,56,8
2020-01-13 10:00:00,Edgware,staffed,56,75
2020-01-13 10:00:00,Finchley Church End,SSO,22,35
2020-01-13 10:00:00,Golders Green,SSO,4,5
2020-01-13 10:00:00,North Finchley,SSO,0,0
2020-01-13 10:00:00,Osidge,SSO,11,8
2020-01-13 11:00:00,Chipping Barnet,SSO,0,0
2020-01-13 11:00:00,Colindale,SSO,14,10
2020-01-13 11:00:00,East Finchley,staffed,59,89
2020-01-13 11:00:00,Edgware,staffed,33,60
2020-01-13 11:00:00,Finchley Church End,SSO,36,42
2020-01-13 11:00:00,Golders Green,SSO,9,8
2020-01-13 11:00:00,North Finchley,SSO,0,0
2020-01-13 11:00:00,Osidge,SSO,8,17
2020-01-13 12:00:00,Chipping Barnet,SSO,0,0
2020-01-13 12:00:00,Colindale,SSO,29,14
2020-01-13 12:00:00,East Finchley,staffed,21,39
2020-01-13 12:00:00,Edgware,staffed,23,41
2020-01-13 12:00:00,Finchley Church End,SSO,28,37
2020-01-13 12:00:00,Golders Green,SSO,13,12
2020-01-13 12:00:00,North Finchley,SSO,0,0
2020-01-13 12:00:00,Osidge,SSO,11,4
2020-01-13 13:00:00,Chipping Barnet,SSO,0,0
2020-01-13 13:00:00,Colindale,SSO,11,8
2020-01-13 13:00:00,East Finchley,SSO,11,12
2020-01-13 13:00:00,Edgware,SSO,45,54
2020-01-13 13:00:00,Finchley Church End,SSO,33,35
2020-01-13 13:00:00,Golders Green,SSO,9,11
2020-01-13 13:00:00,North Finchley,SSO,0,0
2020-01-13 13:00:00,Osidge,SSO,37,36
2020-01-13 14:00:00,Chipping Barnet,SSO,0,0
2020-01-13 14:00:00,Colindale,SSO,23,8
2020-01-13 14:00:00,East Finchley,SSO,12,11
2020-01-13 14:00:00,Edgware,SSO,28,34
2020-01-13 14:00:00,Finchley Church End,staffed,43,45
2020-01-13 14:00:00,Golders Green,SSO,12,20
2020-01-13 14:00:00,North Finchley,SSO,0,0
2020-01-13 14:00:00,Osidge,SSO,10,12
2020-01-13 15:00:00,Chipping Barnet,SSO,0,0
2020-01-13 15:00:00,Colindale,SSO,22,17
2020-01-13 15:00:00,East Finchley,SSO,30,15
2020-01-13 15:00:00,Edgware,SSO,49,50
2020-01-13 15:00:00,Finchley Church End,staffed,49,42
2020-01-13 15:00:00,Golders Green,SSO,8,20
2020-01-13 15:00:00,North Finchley,SSO,0,0
2020-01-13 15:00:00,Osidge,SSO,19,26
2020-01-13 16:00:00,Chipping Barnet,SSO,0,0
2020-01-13 16:00:00,Colindale,SSO,23,4
2020-01-13 16:00:00,East Finchley,SSO,13,21
2020-01-13 16:00:00,Edgware,SSO,75,75
2020-01-13 16:00:00,Finchley Church End,staffed,56,61
2020-01-13 16:00:00,Golders Green,SSO,17,23
2020-01-13 16:00:00,North Finchley,SSO,0,0
2020-01-13 16:00:00,Osidge,SSO,14,25
2020-01-13 17:00:00,Chipping Barnet,SSO,0,0
2020-01-13 17:00:00,Colindale,SSO,11,10
2020-01-13 17:00:00,East Finchley,SSO,3,4
2020-01-13 17:00:00,Edgware,SSO,39,86
2020-01-13 17:00:00,Finchley Church End,staffed,24,43
2020-01-13 17:00:00,Golders Green,SSO,6,10
2020-01-13 17:00:00,North Finchley,SSO,0,0
2020-01-13 17:00:00,Osidge,SSO,4,9
2020-01-13 18:00:00,Chipping Barnet,SSO,0,0
2020-01-13 18:00:00,Colindale,SSO,40,15
2020-01-13 18:00:00,East Finchley,SSO,8,12
2020-01-13 18:00:00,Edgware,SSO,27,41
2020-01-13 18:00:00,Finchley Church End,staffed,38,46
2020-01-13 18:00:00,Golders Green,SSO,1,8
2020-01-13 18:00:00,North Finchley,SSO,0,0
2020-01-13 18:00:00,Osidge,SSO,6,8
2020-01-13 19:00:00,Chipping Barnet,SSO,0,0
2020-01-13 19:00:00,Colindale,SSO,37,17
2020-01-13 19:00:00,East Finchley,SSO,0,0
2020-01-13 19:00:00,Edgware,SSO,22,28
2020-01-13 19:00:00,Finchley Church End,staffed,34,45
2020-01-13 19:00:00,Golders Green,SSO,0,0
2020-01-13 19:00:00,North Finchley,SSO,0,0
2020-01-13 19:00:00,Osidge,SSO,1,4
2020-01-13 20:00:00,Chipping Barnet,SSO,0,0
2020-01-13 20:00:00,Colindale,SSO,11,9
2020-01-13 20:00:00,East Finchley,closed,0,0
2020-01-13 20:00:00,Edgware,SSO,17,29
2020-01-13 20:00:00,Finchley Church End,SSO,15,35
2020-01-13 20:00:00,Golders Green,closed,0,0
2020-01-13 20:00:00,North Finchley,closed,0,0
2020-01-13 20:00:00,Osidge,closed,5,12
2020-01-13 21:00:00,Chipping Barnet,SSO,0,0
2020-01-13 21:00:00,Colindale,SSO,24,5
2020-01-13 21:00:00,East Finchley,closed,0,0
2020-01-13 21:00:00,Edgware,SSO,11,36
2020-01-13 21:00:00,Finchley Church End,SSO,12,21
2020-01-13 21:00:00,Golders Green,closed,3,6
2020-01-13 21:00:00,North Finchley,closed,0,0
2020-01-13 21:00:00,Osidge,closed,0,0
2020-01-13 22:00:00,Chipping Barnet,closed,0,0
2020-01-13 22:00:00,Colindale,closed,0,0
2020-01-13 22:00:00,East Finchley,closed,0,0
2020-01-13 22:00:00,Edgware,closed,9,14
2020-01-13 22:00:00,Finchley Church End,closed,0,0
2020-01-13 22:00:00,Golders Green,closed,0,0
2020-01-13 22:00:00,North Finchley,closed,0,0
2020-01-13 22:00:00,Osidge,closed,0,0
2020-01-13 23:00:00,Chipping Barnet,closed,0,0
2020-01-13 23:00:00,Colindale,closed,0,0
2020-01-13 23:00:00,East Finchley,closed,0,0
2020-01-13 23:00:00,Edgware,closed,0,0
2020-01-13 23:00:00,Finchley Church End,closed,0,0
2020-01-13 23:00:00,Golders Green,closed,0,0
2020-01-13 23:00:00,North Finchley,closed,0,0
2020-01-13 23:00:00,Osidge,closed,0,0
