datetime,library,opening_type,people_in,people_out
2020-02-03 13:00:00,Golders Green,SSO,25,22
2020-02-03 13:00:00,North Finchley,SSO,7,5
2020-02-03 13:00:00,Osidge,SSO,7,17
2020-02-03 14:00:00,Chipping Barnet,SSO,0,0
2020-02-03 14:00:00,Colindale,SSO,20,13
2020-02-03 14:00:00,East Finchley,SSO,0,0
2020-02-03 14:00:00,Edgware,SSO,22,20
2020-02-03 14:00:00,Finchley Church End,staffed,40,39
2020-02-03 14:00:00,Golders Green,SSO,9,17
2020-02-03 14:00:00,North Finchley,SSO,30,19
2020-02-03 14:00:00,Osidge,SSO,10,11
2020-02-03 15:00:00,Chipping Barnet,SSO,0,0
2020-02-03 15:00:00,Colindale,SSO,17,13
2020-02-03 15:00:00,East Finchley,SSO,0,0
2020-02-03 15:00:00,Edgware,SSO,50,21
2020-02-03 15:00:00,Finchley Church End,staffed,54,54
2020-02-03 15:00:00,Golders Green,SSO,10,9
2020-02-03 15:00:00,North Finchley,SSO,23,20
2020-02-03 15:00:00,Osidge,SSO,32,37
2020-02-03 16:00:00,Chipping Barnet,SSO,0,0
2020-02-03 16:00:00,Colindale,SSO,27,20
2020-02-03 16:00:00,East Finchley,SSO,0,0
2020-02-03 16:00:00,Edgware,SSO,65,83
2020-02-03 16:00:00,Finchley Church End,staffed,62,68
2020-02-03 16:00:00,Golders Green,SSO,13,10
2020-02-03 16:00:00,North Finchley,SSO,18,13
2020-02-03 16:00:00,Osidge,SSO,21,13
2020-02-03 17:00:00,Chipping Barnet,SSO,0,0
2020-02-03 17:00:00,Colindale,SSO,23,12
2020-02-03 17:00:00,East Finchley,SSO,0,0
2020-02-03 17:00:00,Edgware,SSO,28,57
2020-02-03 17:00:00,Finchley Church End,staffed,40,48
2020-02-03 17:00:00,Golders Green,SSO,9,27
2020-02-03 17:00:00,North Finchley,SSO,12,9
2020-02-03 17:00:00,Osidge,SSO,10,24
2020-02-03 18:00:00,Chipping Barnet,SSO,0,0
2020-02-03 18:00:00,Colindale,SSO,29,25
2020-02-03 18:00:00,East Finchley,SSO,0,0
2020-02-03 18:00:00,Edgware,SSO,15,9
2020-02-03 18:00:00,Finchley Church End,staffed,32,54
2020-02-03 18:00:00,Golders Green,SSO,3,5
2020-02-03 18:00:00,North Finchley,SSO,13,6
2020-02-03 18:00:00,Osidge,SSO,3,12
2020-02-03 19:00:00,Chipping Barnet,SSO,0,0
2020-02-03 19:00:00,Colindale,SSO,23,13
2020-02-03 19:00:00,East Finchley,SSO,0,0
2020-02-03 19:00:00,Edgware,SSO,10,14
2020-02-03 19:00:00,Finchley Church End,staffed,25,34
2020-02-03 19:00:00,Golders Green,SSO,9,13
2020-02-03 19:00:00,North Finchley,SSO,17,16
2020-02-03 19:00:00,Osidge,SSO,2,7
2020-02-03 20:00:00,Chipping Barnet,SSO,0,0
2020-02-03 20:00:00,Colindale,SSO,19,11
2020-02-03 20:00:00,East Finchley,closed,0,0
2020-02-03 20:00:00,Edgware,SSO,10,14
2020-02-03 20:00:00,Finchley Church End,SSO,24,42
2020-02-03 20:00:00,Golders Green,closed,4,9
2020-02-03 20:00:00,North Finchley,closed,0,0
2020-02-03 20:00:00,Osidge,closed,0,0
2020-02-03 21:00:00,Chipping Barnet,SSO,0,0
2020-02-03 21:00:00,Colindale,SSO,22,4
2020-02-03 21:00:00,East Finchley,closed,0,0
2020-02-03 21:00:00,Edgware,SSO,6,20
2020-02-03 21:00:00,Finchley Church End,SSO,9,18
2020-02-03 21:00:00,Golders Green,closed,0,0
2020-02-03 21:00:00,North Finchley,closed,0,0
2020-02-03 21:00:00,Osidge,closed,0,0
2020-02-03 22:00:00,Chipping Barnet,closed,0,0
2020-02-03 22:00:00,Colindale,closed,0,0
2020-02-03 22:00:00,East Finchley,closed,0,0
2020-02-03 22:00:00,Edgware,closed,6,27
2020-02-03 22:00:00,Finchley Church End,closed,2,18
2020-02-03 22:00:00,Golders Green,closed,0,0
2020-02-03 22:00:00,North Finchley,closed,0,0
2020-02-03 22:00:00,Osidge,closed,2,10
2020-02-03 23:00:00,Chipping Barnet,closed,0,0
2020-02-03 23:00:00,Colindale,closed,0,0
2020-02-03 23:00:00,East Finchley,closed,0,0
2020-02-03 23:00:00,Edgware,closed,0,0
2020-02-03 23:00:00,Finchley Church End,closed,0,0
2020-02-03 23:00:00,Golders Green,closed,0,0
2020-02-03 23:00:00,North Finchley,closed,0,0
2020-02-03 23:00:00,Osidge,closed,0,0
2020-02-04 00:00:00,Chipping Barnet,closed,0,0
2020-02-04 00:00:00,Colindale,closed,0,0
2020-02-04 00:00:00,East Finchley,closed,0,0
2020-02-04 00:00:00,Edgware,closed,0,0
2020-02-04 00:00:00,Finchley Church End,closed,0,0
2020-02-04 00:00:00,Golders Green,closed,0,0
2020-02-04 00:00:00,North Finchley,closed,0,0
2020-02-04 00:00:00,Osidge,closed,0,0
2020-02-04 01:00:00,Chipping Barnet,closed,0,0
2020-02-04 01:00:00,Colindale,closed,0,0
2020-02-04 01:00:00,East Finchley,closed,0,0
2020-02-04 01:00:00,Edgware,closed,0,0
2020-02-04 01:00:00,Finchley Church End,closed,0,0
2020-02-04 01:00:00,Golders Green,closed,0,0
2020-02-04 01:00:00,North Finchley,closed,0,0
2020-02-04 01:00:00,Osidge,closed,0,0
2020-02-04 02:00:00,Chipping Barnet,closed,0,0
2020-02-04 02:00:00,Colindale,closed,0,0
2020-02-04 02:00:00,East Finchley,closed,0,0
2020-02-04 02:00:00,Edgware,closed,0,0
2020-02-04 02:00:00,Finchley Church End,closed,0,0
2020-02-04 02:00:00,Golders Green,closed,0,0
2020-02-04 02:00:00,North Finchley,closed,0,0
2020-02-04 02:00:00,Osidge,closed,0,0
2020-02-04 03:00:00,Chipping Barnet,closed,0,0
2020-02-04 03:00:00,Colindale,closed,0,0
2020-02-04 03:00:00,East Finchley,closed,0,0
2020-02-04 03:00:00,Edgware,closed,0,0
2020-02-04 03:00:00,Finchley Church End,closed,0,0
2020-02-04 03:00:00,Golders Green,closed,0,0
2020-02-04 03:00:00,North Finchley,closed,0,0
2020-02-04 03:00:00,Osidge,closed,0,0
2020-02-04 04:00:00,Chipping Barnet,closed,0,0
2020-02-04 04:00:00,Colindale,closed,0,0
2020-02-04 04:00:00,East Finchley,closed,0,0
2020-02-04 04:00:00,Edgware,closed,0,0
2020-02-04 04:00:00,Finchley Church End,closed,0,0
2020-02-04 04:00:00,Golders Green,closed,0,0
2020-02-04 04:00:00,North Finchley,closed,0,0
2020-02-04 04:00:00,Osidge,closed,0,0
2020-02-04 05:00:00,Chipping Barnet,closed,0,0
2020-02-04 05:00:00,Colindale,closed,0,0
2020-02-04 05:00:00,East Finchley,closed,0,0
2020-02-04 05:00:00,Edgware,closed,0,0
2020-02-04 05:00:00,Finchley Church End,closed,2,6
2020-02-04 05:00:00,Golders Green,closed,0,0
2020-02-04 05:00:00,North Finchley,closed,0,0
2020-02-04 05:00:00,Osidge,closed,0,0
2020-02-04 06:00:00,Chipping Barnet,closed,0,0
2020-02-04 06:00:00,Colindale,closed,1,2
2020-02-04 06:00:00,East Finchley,closed,0,0
2020-02-04 06:00:00,Edgware,closed,0,0
2020-02-04 06:00:00,Finchley Church End,closed,1,2
2020-02-04 06:00:00,Golders Green,closed,0,0
2020-02-04 06:00:00,North Finchley,closed,0,0
2020-02-04 06:00:00,Osidge,closed,0,0
2020-02-04 07:00:00,Chipping Barnet,SSO,0,0
2020-02-04 07:00:00,Colindale,SSO,0,0
2020-02-04 07:00:00,East Finchley,closed,0,0
2020-02-04 07:00:00,Edgware,SSO,0,0
2020-02-04 07:00:00,Finchley Church End,SSO,8,1
2020-02-04 07:00:00,Golders Green,closed,0,0
2020-02-04 07:00:00,North Finchley,closed,0,0
2020-02-04 07:00:00,Osidge,closed,0,0
2020-02-04 08:00:00,Chipping Barnet,SSO,0,0
2020-02-04 08:00:00,Colindale,SSO,11,9
2020-02-04 08:00:00,East Finchley,SSO,0,0
2020-02-04 08:00:00,Edgware,SSO,11,5
2020-02-04 08:00:00,Finchley Church End,SSO,8,9
2020-02-04 08:00:00,Golders Green,SSO,1,1
2020-02-04 08:00:00,North Finchley,SSO,0,0
2020-02-04 08:00:00,Osidge,SSO,14,13
2020-02-04 09:00:00,Chipping Barnet,staffed,0,0
2020-02-04 09:00:00,Colindale,SSO,16,8
2020-02-04 09:00:00,East Finchley,SSO,0,0
2020-02-04 09:00:00,Edgware,SSO,13,14
2020-02-04 09:00:00,Finchley Church End,SSO,41,23
2020-02-04 09:00:00,Golders Green,SSO,13,17
2020-02-04 09:00:00,North Finchley,SSO,7,6
2020-02-04 09:00:00,Osidge,SSO,7,9
2020-02-04 10:00:00,Chipping Barnet,staffed,0,0
2020-02-04 10:00:00,Colindale,SSO,11,19
2020-02-04 10:00:00,East Finchley,SSO,1111,1154
2020-02-04 10:00:00,Edgware,SSO,13,6
2020-02-04 10:00:00,Finchley Church End,SSO,43,61
2020-02-04 10:00:00,Golders Green,SSO,2,5
2020-02-04 10:00:00,North Finchley,SSO,11,6
2020-02-04 10:00:00,Osidge,SSO,5,3
2020-02-04 11:00:00,Chipping Barnet,staffed,0,0
2020-02-04 11:00:00,Colindale,SSO,34,23
2020-02-04 11:00:00,East Finchley,SSO,2,7
2020-02-04 11:00:00,Edgware,SSO,12,22
2020-02-04 11:00:00,Finchley Church End,SSO,63,65
2020-02-04 11:00:00,Golders Green,SSO,4,12
2020-02-04 11:00:00,North Finchley,SSO,10,3
2020-02-04 11:00:00,Osidge,SSO,5,14
2020-02-04 12:00:00,Chipping Barnet,staffed,0,0
2020-02-04 12:00:00,Colindale,SSO,27,19
2020-02-04 12:00:00,East Finchley,SSO,16,6
2020-02-04 12:00:00,Edgware,SSO,20,23
2020-02-04 12:00:00,Finchley Church End,SSO,20,89
2020-02-04 12:00:00,Golders Green,SSO,5,7
2020-02-04 12:00:00,North Finchley,SSO,11,6
2020-02-04 12:00:00,Osidge,SSO,4,9
2020-02-04 13:00:00,Chipping Barnet,SSO,0,0
2020-02-04 13:00:00,Colindale,SSO,31,26
2020-02-04 13:00:00,East Finchley,SSO,35,30
2020-02-04 13:00:00,Edgware,SSO,22,22
2020-02-04 13:00:00,Finchley Church End,SSO,26,34
2020-02-04 13:00:00,Golders Green,SSO,14,21
2020-02-04 13:00:00,North Finchley,SSO,8,13
2020-02-04 13:00:00,Osidge,SSO,14,22
2020-02-04 14:00:00,Chipping Barnet,SSO,0,0
2020-02-04 14:00:00,Colindale,staffed,43,76
2020-02-04 14:00:00,East Finchley,SSO,12,8
2020-02-04 14:00:00,Edgware,staffed,28,32
2020-02-04 14:00:00,Finchley Church End,SSO,24,34
2020-02-04 14:00:00,Golders Green,staffed,11,17
2020-02-04 14:00:00,North Finchley,staffed,21,27
2020-02-04 14:00:00,Osidge,staffed,55,20
2020-02-04 15:00:00,Chipping Barnet,SSO,0,0
2020-02-04 15:00:00,Colindale,staffed,77,36
2020-02-04 15:00:00,East Finchley,SSO,36,41
2020-02-04 15:00:00,Edgware,staffed,32,31
2020-02-04 15:00:00,Finchley Church End,SSO,47,34
2020-02-04 15:00:00,Golders Green,staffed,12,14
2020-02-04 15:00:00,North Finchley,staffed,21,28
2020-02-04 15:00:00,Osidge,staffed,25,61
2020-02-04 16:00:00,Chipping Barnet,SSO,0,0
2020-02-04 16:00:00,Colindale,staffed,48,35
2020-02-04 16:00:00,East Finchley,SSO,8,22
2020-02-04 16:00:00,Edgware,staffed,36,44
2020-02-04 16:00:00,Finchley Church End,SSO,57,77
2020-02-04 16:00:00,Golders Green,staffed,13,21
2020-02-04 16:00:00,North Finchley,staffed,23,11
2020-02-04 16:00:00,Osidge,staffed,21,27
2020-02-04 17:00:00,Chipping Barnet,SSO,0,0
2020-02-04 17:00:00,Colindale,staffed,75,50
2020-02-04 17:00:00,East Finchley,SSO,8,11
2020-02-04 17:00:00,Edgware,SSO,23,46
2020-02-04 17:00:00,Finchley Church End,SSO,55,58
2020-02-04 17:00:00,Golders Green,SSO,10,14
2020-02-04 17:00:00,North Finchley,staffed,16,11
2020-02-04 17:00:00,Osidge,staffed,16,17
2020-02-04 18:00:00,Chipping Barnet,SSO,0,0
2020-02-04 18:00:00,Colindale,staffed,35,29
2020-02-04 18:00:00,East Finchley,SSO,8,4
2020-02-04 18:00:00,Edgware,SSO,10,16
2020-02-04 18:00:00,Finchley Church End,SSO,23,37
2020-02-04 18:00:00,Golders Green,SSO,4,10
2020-02-04 18:00:00,North Finchley,staffed,18,18
2020-02-04 18:00:00,Osidge,staffed,8,10
2020-02-04 19:00:00,Chipping Barnet,SSO,0,0
2020-02-04 19:00:00,Colindale,staffed,34,17
2020-02-04 19:00:00,East Finchley,SSO,2,9
2020-02-04 19:00:00,Edgware,SSO,15,2
2020-02-04 19:00:00,Finchley Church End,SSO,9,36
2020-02-04 19:00:00,Golders Green,SSO,0,0
2020-02-04 19:00:00,North Finchley,staffed,18,7
2020-02-04 19:00:00,Osidge,staffed,13,18
2020-02-04 20:00:00,Chipping Barnet,SSO,0,0
2020-02-04 20:00:00,Colindale,SSO,19,7
2020-02-04 20:00:00,East Finchley,closed,0,0
2020-02-04 20:00:00,Edgware,SSO,6,17
2020-02-04 20:00:00,Finchley Church End,SSO,13,8
2020-02-04 20:00:00,Golders Green,closed,1,8
2020-02-04 20:00:00,North Finchley,closed,12,3
2020-02-04 20:00:00,Osidge,closed,0,0
2020-02-04 21:00:00,Chipping Barnet,SSO,0,0
2020-02-04 21:00:00,Colindale,SSO,11,2
2020-02-04 21:00:00,East Finchley,closed,0,0
2020-02-04 21:00:00,Edgware,SSO,1,5
2020-02-04 21:00:00,Finchley Church End,SSO,13,21
2020-02-04 21:00:00,Golders Green,closed,2,4
2020-02-04 21:00:00,North Finchley,closed,0,0
2020-02-04 21:00:00,Osidge,closed,0,0
2020-02-04 22:00:00,Chipping Barnet,closed,0,0
2020-02-04 22:00:00,Colindale,closed,0,0
2020-02-04 22:00:00,East Finchley,closed,0,0
2020-02-04 22:00:00,Edgware,closed,4,34
2020-02-04 22:00:00,Finchley Church End,closed,0,0
2020-02-04 22:00:00,Golders Green,closed,0,0
2020-02-04 22:00:00,North Finchley,closed,0,0
2020-02-04 22:00:00,Osidge,closed,0,0
2020-02-04 23:00:00,Chipping Barnet,closed,0,0
2020-02-04 23:00:00,Colindale,closed,0,0
2020-02-04 23:00:00,East Finchley,closed,0,0
2020-02-04 23:00:00,Edgware,closed,0,0
2020-02-04 23:00:00,Finchley Church End,closed,0,0
2020-02-04 23:00:00,Golders Green,closed,0,0
2020-02-04 23:00:00,North Finchley,closed,0,0
2020-02-04 23:00:00,Osidge,closed,5,8
2020-02-05 00:00:00,Chipping Barnet,closed,0,0
2020-02-05 00:00:00,Colindale,closed,0,0
2020-02-05 00:00:00,East Finchley,closed,0,0
2020-02-05 00:00:00,Edgware,closed,0,0
2020-02-05 00:00:00,Finchley Church End,closed,0,0
2020-02-05 00:00:00,Golders Green,closed,0,0
2020-02-05 00:00:00,North Finchley,closed,0,0
2020-02-05 00:00:00,Osidge,closed,0,0
2020-02-05 01:00:00,Chipping Barnet,closed,0,0
2020-02-05 01:00:00,Colindale,closed,0,0
2020-02-05 01:00:00,East Finchley,closed,0,0
2020-02-05 01:00:00,Edgware,closed,0,0
2020-02-05 01:00:00,Finchley Church End,closed,0,0
2020-02-05 01:00:00,Golders Green,closed,0,0
2020-02-05 01:00:00,North Finchley,closed,0,0
2020-02-05 01:00:00,Osidge,closed,0,0
2020-02-05 02:00:00,Chipping Barnet,closed,0,0
2020-02-05 02:00:00,Colindale,closed,0,0
2020-02-05 02:00:00,East Finchley,closed,0,0
2020-02-05 02:00:00,Edgware,closed,0,0
2020-02-05 02:00:00,Finchley Church End,closed,0,0
2020-02-05 02:00:00,Golders Green,closed,0,0
2020-02-05 02:00:00,North Finchley,closed,0,0
2020-02-05 02:00:00,Osidge,closed,0,0
2020-02-05 03:00:00,Chipping Barnet,closed,0,0
2020-02-05 03:00:00,Colindale,closed,0,0
2020-02-05 03:00:00,East Finchley,closed,0,0
2020-02-05 03:00:00,Edgware,closed,0,0
2020-02-05 03:00:00,Finchley Church End,closed,0,0
2020-02-05 03:00:00,Golders Green,closed,0,0
2020-02-05 03:00:00,North Finchley,closed,0,0
2020-02-05 03:00:00,Osidge,closed,0,0
2020-02-05 04:00:00,Chipping Barnet,closed,0,0
2020-02-05 04:00:00,Colindale,closed,0,0
2020-02-05 04:00:00,East Finchley,closed,0,0
2020-02-05 04:00:00,Edgware,closed,0,0
2020-02-05 04:00:00,Finchley Church End,closed,0,0
2020-02-05 04:00:00,Golders Green,closed,0,0
2020-02-05 04:00:00,North Finchley,closed,0,0
2020-02-05 04:00:00,Osidge,closed,0,0
2020-02-05 05:00:00,Chipping Barnet,closed,0,0
2020-02-05 05:00:00,Colindale,closed,0,0
2020-02-05 05:00:00,East Finchley,closed,4,6
2020-02-05 05:00:00,Edgware,closed,0,0
2020-02-05 05:00:00,Finchley Church End,closed,3,14
2020-02-05 05:00:00,Golders Green,closed,0,0
2020-02-05 05:00:00,North Finchley,closed,0,0
2020-02-05 05:00:00,Osidge,closed,0,0
2020-02-05 06:00:00,Chipping Barnet,closed,0,0
2020-02-05 06:00:00,Colindale,closed,1,2
2020-02-05 06:00:00,East Finchley,closed,0,0
2020-02-05 06:00:00,Edgware,closed,0,0
2020-02-05 06:00:00,Finchley Church End,closed,0,0
2020-02-05 06:00:00,Golders Green,closed,0,0
2020-02-05 06:00:00,North Finchley,closed,0,0
2020-02-05 06:00:00,Osidge,closed,0,0
2020-02-05 07:00:00,Chipping Barnet,SSO,0,0
2020-02-05 07:00:00,Colindale,SSO,10,8
2020-02-05 07:00:00,East Finchley,closed,0,0
2020-02-05 07:00:00,Edgware,SSO,5,5
2020-02-05 07:00:00,Finchley Church End,SSO,4,1
2020-02-05 07:00:00,Golders Green,closed,0,0
2020-02-05 07:00:00,North Finchley,closed,0,0
2020-02-05 07:00:00,Osidge,closed,0,0
2020-02-05 08:00:00,Chipping Barnet,SSO,0,0
2020-02-05 08:00:00,Colindale,SSO,10,10
2020-02-05 08:00:00,East Finchley,SSO,7,3
2020-02-05 08:00:00,Edgware,SSO,8,6
2020-02-05 08:00:00,Finchley Church End,SSO,7,6
2020-02-05 08:00:00,Golders Green,SSO,2,4
2020-02-05 08:00:00,North Finchley,SSO,2,3
2020-02-05 08:00:00,Osidge,SSO,11,8
2020-02-05 09:00:00,Chipping Barnet,SSO,0,0
2020-02-05 09:00:00,Colindale,SSO,22,35
2020-02-05 09:00:00,East Finchley,SSO,5,5
2020-02-05 09:00:00,Edgware,SSO,9,10
2020-02-05 09:00:00,Finchley Church End,SSO,13,11
2020-02-05 09:00:00,Golders Green,SSO,3,2
2020-02-05 09:00:00,North Finchley,SSO,15,7
2020-02-05 09:00:00,Osidge,staffed,10,4
2020-02-05 10:00:00,Chipping Barnet,SSO,0,0
2020-02-05 10:00:00,Colindale,SSO,40,24
2020-02-05 10:00:00,East Finchley,SSO,9,8
2020-02-05 10:00:00,Edgware,SSO,17,19
2020-02-05 10:00:00,Finchley Church End,SSO,15,15
2020-02-05 10:00:00,Golders Green,SSO,19,14
2020-02-05 10:00:00,North Finchley,SSO,6,7
2020-02-05 10:00:00,Osidge,staffed,24,14
2020-02-05 11:00:00,Chipping Barnet,SSO,0,0
2020-02-05 11:00:00,Colindale,SSO,45,61
2020-02-05 11:00:00,East Finchley,SSO,10,5
2020-02-05 11:00:00,Edgware,SSO,18,20
2020-02-05 11:00:00,Finchley Church End,SSO,14,26
2020-02-05 11:00:00,Golders Green,SSO,16,19
2020-02-05 11:00:00,North Finchley,SSO,15,11
2020-02-05 11:00:00,Osidge,staffed,13,34
2020-02-05 12:00:00,Chipping Barnet,SSO,0,0
2020-02-05 12:00:00,Colindale,SSO,74,33
2020-02-05 12:00:00,East Finchley,SSO,7,13
2020-02-05 12:00:00,Edgware,SSO,37,29
2020-02-05 12:00:00,Finchley Church End,SSO,26,25
2020-02-05 12:00:00,Golders Green,SSO,11,20
2020-02-05 12:00:00,North Finchley,SSO,2,2
2020-02-05 12:00:00,Osidge,staffed,12,18
2020-02-05 13:00:00,Chipping Barnet,SSO,0,0
2020-02-05 13:00:00,Colindale,SSO,24,17
2020-02-05 13:00:00,East Finchley,SSO,20,14
2020-02-05 13:00:00,Edgware,SSO,29,29
2020-02-05 13:00:00,Finchley Church End,SSO,39,45
2020-02-05 13:00:00,Golders Green,SSO,9,6
2020-02-05 13:00:00,North Finchley,SSO,10,7
2020-02-05 13:00:00,Osidge,SSO,7,6
2020-02-05 14:00:00,Chipping Barnet,staffed,0,0
2020-02-05 14:00:00,Colindale,staffed,25,38
2020-02-05 14:00:00,East Finchley,staffed,23,16
2020-02-05 14:00:00,Edgware,SSO,27,44
2020-02-05 14:00:00,Finchley Church End,staffed,56,43
2020-02-05 14:00:00,Golders Green,SSO,23,27
2020-02-05 14:00:00,North Finchley,SSO,10,5
2020-02-05 14:00:00,Osidge,SSO,15,14
2020-02-05 15:00:00,Chipping Barnet,staffed,0,0
2020-02-05 15:00:00,Colindale,staffed,48,29
2020-02-05 15:00:00,East Finchley,staffed,42,28
2020-02-05 15:00:00,Edgware,SSO,32,60
2020-02-05 15:00:00,Finchley Church End,staffed,51,60
2020-02-05 15:00:00,Golders Green,SSO,60,30
2020-02-05 15:00:00,North Finchley,SSO,13,17
2020-02-05 15:00:00,Osidge,SSO,31,50
2020-02-05 16:00:00,Chipping Barnet,staffed,0,0
2020-02-05 16:00:00,Colindale,staffed,39,27
2020-02-05 16:00:00,East Finchley,staffed,25,28
2020-02-05 16:00:00,Edgware,SSO,20,19
2020-02-05 16:00:00,Finchley Church End,staffed,47,55
2020-02-05 16:00:00,Golders Green,SSO,17,24
2020-02-05 16:00:00,North Finchley,SSO,20,20
2020-02-05 16:00:00,Osidge,SSO,8,12
2020-02-05 17:00:00,Chipping Barnet,staffed,0,0
2020-02-05 17:00:00,Colindale,SSO,28,21
2020-02-05 17:00:00,East Finchley,staffed,23,29
2020-02-05 17:00:00,Edgware,SSO,36,39
2020-02-05 17:00:00,Finchley Church End,SSO,41,52
2020-02-05 17:00:00,Golders Green,SSO,25,40
2020-02-05 17:00:00,North Finchley,SSO,10,5
2020-02-05 17:00:00,Osidge,SSO,13,42
2020-02-05 18:00:00,Chipping Barnet,staffed,0,0
2020-02-05 18:00:00,Colindale,SSO,29,11
2020-02-05 18:00:00,East Finchley,staffed,3,6
2020-02-05 18:00:00,Edgware,SSO,47,41
2020-02-05 18:00:00,Finchley Church End,SSO,28,48
2020-02-05 18:00:00,Golders Green,SSO,0,0
2020-02-05 18:00:00,North Finchley,SSO,15,12
2020-02-05 18:00:00,Osidge,SSO,3,6
2020-02-05 19:00:00,Chipping Barnet,staffed,0,0
2020-02-05 19:00:00,Colindale,SSO,14,6
2020-02-05 19:00:00,East Finchley,staffed,3,10
2020-02-05 19:00:00,Edgware,SSO,25,28
2020-02-05 19:00:00,Finchley Church End,SSO,18,48
2020-02-05 19:00:00,Golders Green,SSO,2,13
2020-02-05 19:00:00,North Finchley,SSO,11,12
2020-02-05 19:00:00,Osidge,SSO,1,4
2020-02-05 20:00:00,Chipping Barnet,SSO,0,0
2020-02-05 20:00:00,Colindale,SSO,10,3
2020-02-05 20:00:00,East Finchley,closed,1,2
2020-02-05 20:00:00,Edgware,SSO,6,15
2020-02-05 20:00:00,Finchley Church End,SSO,14,17
2020-02-05 20:00:00,Golders Green,closed,6,4
2020-02-05 20:00:00,North Finchley,closed,0,0
2020-02-05 20:00:00,Osidge,closed,0,0
2020-02-05 21:00:00,Chipping Barnet,SSO,0,0
2020-02-05 21:00:00,Colindale,SSO,7,3
2020-02-05 21:00:00,East Finchley,closed,0,0
2020-02-05 21:00:00,Edgware,SSO,4,9
2020-02-05 21:00:00,Finchley Church End,SSO,4,4
2020-02-05 21:00:00,Golders Green,closed,4,2
2020-02-05 21:00:00,North Finchley,closed,0,0
2020-02-05 21:00:00,Osidge,closed,1,7
2020-02-05 22:00:00,Chipping Barnet,closed,0,0
2020-02-05 22:00:00,Colindale,closed,0,0
2020-02-05 22:00:00,East Finchley,closed,0,0
2020-02-05 22:00:00,Edgware,closed,3,33
2020-02-05 22:00:00,Finchley Church End,closed,1,22
2020-02-05 22:00:00,Golders Green,closed,0,0
2020-02-05 22:00:00,North Finchley,closed,0,0
2020-02-05 22:00:00,Osidge,closed,0,0
2020-02-05 23:00:00,Chipping Barnet,closed,0,0
2020-02-05 23:00:00,Colindale,closed,0,0
2020-02-05 23:00:00,East Finchley,closed,0,0
2020-02-05 23:00:00,Edgware,closed,0,0
2020-02-05 23:00:00,Finchley Church End,closed,0,0
2020-02-05 23:00:00,Golders Green,closed,1,12
2020-02-05 23:00:00,North Finchley,closed,0,0
2020-02-05 23:00:00,Osidge,closed,0,0
2020-02-06 00:00:00,Chipping Barnet,closed,0,0
2020-02-06 00:00:00,Colindale,closed,0,0
2020-02-06 00:00:00,East Finchley,closed,0,0
2020-02-06 00:00:00,Edgware,closed,0,0
2020-02-06 00:00:00,Finchley Church End,closed,0,0
2020-02-06 00:00:00,Golders Green,closed,0,0
2020-02-06 00:00:00,North Finchley,closed,0,0
2020-02-06 00:00:00,Osidge,closed,0,0
2020-02-06 01:00:00,Chipping Barnet,closed,0,0
2020-02-06 01:00:00,Colindale,closed,0,0
2020-02-06 01:00:00,East Finchley,closed,0,0
2020-02-06 01:00:00,Edgware,closed,0,0
2020-02-06 01:00:00,Finchley Church End,closed,0,0
2020-02-06 01:00:00,Golders Green,closed,0,0
2020-02-06 01:00:00,North Finchley,closed,0,0
2020-02-06 01:00:00,Osidge,closed,0,0
2020-02-06 02:00:00,Chipping Barnet,closed,0,0
2020-02-06 02:00:00,Colindale,closed,0,0
2020-02-06 02:00:00,East Finchley,closed,0,0
2020-02-06 02:00:00,Edgware,closed,0,0
2020-02-06 02:00:00,Finchley Church End,closed,0,0
2020-02-06 02:00:00,Golders Green,closed,0,0
2020-02-06 02:00:00,North Finchley,closed,0,0
2020-02-06 02:00:00,Osidge,closed,0,0
2020-02-06 03:00:00,Chipping Barnet,closed,0,0
2020-02-06 03:00:00,Colindale,closed,0,0
2020-02-06 03:00:00,East Finchley,closed,0,0
2020-02-06 03:00:00,Edgware,closed,0,0
2020-02-06 03:00:00,Finchley Church End,closed,0,0
2020-02-06 03:00:00,Golders Green,closed,0,0
2020-02-06 03:00:00,North Finchley,closed,0,0
2020-02-06 03:00:00,Osidge,closed,0,0
2020-02-06 04:00:00,Chipping Barnet,closed,0,0
2020-02-06 04:00:00,Colindale,closed,0,0
2020-02-06 04:00:00,East Finchley,closed,0,0
2020-02-06 04:00:00,Edgware,closed,0,0
2020-02-06 04:00:00,Finchley Church End,closed,0,0
2020-02-06 04:00:00,Golders Green,closed,0,0
2020-02-06 04:00:00,North Finchley,closed,0,0
2020-02-06 04:00:00,Osidge,closed,0,0
2020-02-06 05:00:00,Chipping Barnet,closed,0,0
2020-02-06 05:00:00,Colindale,closed,0,0
2020-02-06 05:00:00,East Finchley,closed,0,0
2020-02-06 05:00:00,Edgware,closed,0,0
2020-02-06 05:00:00,Finchley Church End,closed,0,0
2020-02-06 05:00:00,Golders Green,closed,0,0
2020-02-06 05:00:00,North Finchley,closed,0,0
2020-02-06 05:00:00,Osidge,closed,0,0
2020-02-06 06:00:00,Chipping Barnet,closed,0,0
2020-02-06 06:00:00,Colindale,closed,2,3
2020-02-06 06:00:00,East Finchley,closed,13,11
2020-02-06 06:00:00,Edgware,closed,0,0
2020-02-06 06:00:00,Finchley Church End,closed,0,0
2020-02-06 06:00:00,Golders Green,closed,0,0
2020-02-06 06:00:00,North Finchley,closed,0,0
